pp,wk,ve,tot
91,1,4,221.71007739577118
91,1,5,221.73291451823928
91,1,6,221.7557516407074
91,1,7,221.7785887631755
91,1,8,221.8014258856436
91,1,9,221.8242630081117
91,1,10,221.8471001305798
91,1,11,221.8699372530479
91,1,12,221.89277437551598
91,1,13,221.9156114979841
91,1,14,221.9384486204522
91,1,15,221.9612857429203
91,1,16,221.9841228653884
91,1,17,222.0069599878565
91,1,18,222.0297971103246
91,1,19,222.05263423279268
91,1,20,222.0754713552608
91,1,21,222.0983084777289
91,1,22,222.121145600197
91,1,23,222.1439827226651
91,1,24,222.1668198451332
91,1,25,222.1896569676013
91,1,26,222.2124940900694
91,1,27,222.2353312125375
91,1,28,222.2581683350056
91,1,29,222.2810054574737
91,1,30,222.3038425799418
91,1,31,222.3266797024099
91,1,32,222.349516824878
91,1,33,222.3723539473461
91,1,34,222.39519106981422
91,1,35,222.4180281922823
91,1,36,222.4408653147504
91,1,37,222.4637024372185
91,1,38,222.4865395596866
91,1,39,222.5093766821547
91,1,40,222.5322138046228
91,1,41,222.55505092709092
91,1,42,222.577888049559
91,1,43,222.6007251720271
91,1,44,222.6235622944952
91,2,0,219.61347315042846
91,2,1,219.63631027289657
91,2,2,219.65914739536464
91,2,3,219.68198451783275
91,2,4,219.70482164030085
91,2,5,219.72765876276895
91,2,6,219.75049588523706
91,2,7,219.77333300770516
91,2,8,219.79617013017327
91,2,9,219.81900725264137
91,2,10,219.84184437510947
91,2,11,219.86468149757758
91,2,12,219.88751862004568
91,2,13,219.9103557425138
91,2,14,219.93319286498186
91,2,15,219.95602998744997
91,2,16,219.97886710991807
91,2,17,220.00170423238617
91,2,18,220.02454135485425
91,2,19,220.04737847732235
91,2,20,220.07021559979046
91,2,21,220.09305272225856
91,2,22,220.11588984472667
91,2,23,220.13872696719477
91,2,24,220.16156408966287
91,2,25,220.18440121213098
91,2,26,220.20723833459908
91,2,27,220.2300754570672
91,2,28,220.2529125795353
91,2,29,220.27574970200337
91,2,30,220.29858682447147
91,2,31,220.32142394693957
91,2,32,220.34426106940768
91,2,33,220.36709819187575
91,2,34,220.38993531434386
91,2,35,220.41277243681196
91,2,36,220.43560955928007
91,2,37,220.45844668174817
91,2,38,220.48128380421628
91,2,39,220.50412092668438
91,2,40,220.52695804915248
91,2,41,220.5497951716206
91,2,42,220.5726322940887
91,2,43,220.5954694165568
91,2,44,220.61830653902487
91,3,0,217.6082173949581
91,3,1,217.6310545174262
91,3,2,217.6538916398943
91,3,3,217.67672876236242
91,3,4,217.69956588483052
91,3,5,217.72240300729862
91,3,6,217.7452401297667
91,3,7,217.7680772522348
91,3,8,217.7909143747029
91,3,9,217.813751497171
91,3,10,217.8365886196391
91,3,11,217.8594257421072
91,3,12,217.8822628645753
91,3,13,217.9050999870434
91,3,14,217.9279371095115
91,3,15,217.9507742319796
91,3,16,217.9736113544477
91,3,17,217.99644847691582
91,3,18,218.01928559938392
91,3,19,218.04212272185202
91,3,20,218.06495984432013
91,3,21,218.0877969667882
91,3,22,218.1106340892563
91,3,23,218.1334712117244
91,3,24,218.15630833419252
91,3,25,218.1791454566606
91,3,26,218.2019825791287
91,3,27,218.2248197015968
91,3,28,218.2476568240649
91,3,29,218.270493946533
91,3,30,218.2933310690011
91,3,31,218.31616819146922
91,3,32,218.33900531393732
91,3,33,218.36184243640542
91,3,34,218.38467955887353
91,3,35,218.40751668134163
91,3,36,218.43035380380974
91,3,37,218.4531909262778
91,3,38,218.47602804874592
91,3,39,218.49886517121402
91,3,40,218.5217022936821
91,3,41,218.5445394161502
91,3,42,218.5673765386183
91,3,43,218.5902136610864
91,3,44,218.6130507835545
91,4,0,215.60296163948777
91,4,1,215.62579876195588
91,4,2,215.64863588442395
91,4,3,215.67147300689206
91,4,4,215.69431012936016
91,4,5,215.71714725182827
91,4,6,215.73998437429634
91,4,7,215.76282149676445
91,4,8,215.78565861923255
91,4,9,215.80849574170065
91,4,10,215.83133286416876
91,4,11,215.85416998663686
91,4,12,215.87700710910497
91,4,13,215.89984423157307
91,4,14,215.92268135404117
91,4,15,215.94551847650928
91,4,16,215.96835559897738
91,4,17,215.9911927214455
91,4,18,216.01402984391356
91,4,19,216.03686696638167
91,4,20,216.05970408884977
91,4,21,216.08254121131785
91,4,22,216.10537833378595
91,4,23,216.12821545625405
91,4,24,216.15105257872216
91,4,25,216.17388970119026
91,4,26,216.19672682365837
91,4,27,216.21956394612647
91,4,28,216.24240106859457
91,4,29,216.26523819106268
91,4,30,216.28807531353078
91,4,31,216.3109124359989
91,4,32,216.333749558467
91,4,33,216.35658668093507
91,4,34,216.37942380340317
91,4,35,216.40226092587127
91,4,36,216.42509804833938
91,4,37,216.44793517080745
91,4,38,216.47077229327556
91,4,39,216.49360941574366
91,4,40,216.51644653821177
91,4,41,216.53928366067987
91,4,42,216.56212078314798
91,4,43,216.58495790561608
91,4,44,216.60779502808418
91,5,0,213.59770588401742
91,5,1,213.62054300648552
91,5,2,213.6433801289536
91,5,3,213.6662172514217
91,5,4,213.6890543738898
91,5,5,213.7118914963579
91,5,6,213.734728618826
91,5,7,213.75756574129412
91,5,8,213.78040286376222
91,5,9,213.80323998623032
91,5,10,213.82607710869843
91,5,11,213.84891423116653
91,5,12,213.87175135363464
91,5,13,213.89458847610274
91,5,14,213.91742559857082
91,5,15,213.94026272103892
91,5,16,213.96309984350702
91,5,17,213.98593696597513
91,5,18,214.0087740884432
91,5,19,214.0316112109113
91,5,20,214.0544483333794
91,5,21,214.07728545584752
91,5,22,214.10012257831562
91,5,23,214.12295970078372
91,5,24,214.14579682325183
91,5,25,214.16863394571993
91,5,26,214.19147106818804
91,5,27,214.21430819065614
91,5,28,214.23714531312424
91,5,29,214.25998243559232
91,5,30,214.28281955806042
91,5,31,214.30565668052853
91,5,32,214.32849380299663
91,5,33,214.3513309254647
91,5,34,214.3741680479328
91,5,35,214.39700517040092
91,5,36,214.41984229286902
91,5,37,214.44267941533712
91,5,38,214.46551653780523
91,5,39,214.48835366027333
91,5,40,214.51119078274144
91,5,41,214.53402790520954
91,5,42,214.55686502767765
91,5,43,214.57970215014575
91,5,44,214.60253927261383
92,0,0,225.05996288211355
92,0,1,225.08280000458166
92,0,2,225.10563712704976
92,0,3,225.12847424951786
92,0,4,225.15131137198594
92,0,5,225.17414849445404
92,0,6,225.19698561692215
92,0,7,225.21982273939025
92,0,8,225.24265986185836
92,0,9,225.26549698432646
92,0,10,225.28833410679457
92,0,11,225.31117122926267
92,0,12,225.33400835173074
92,0,13,225.35684547419885
92,0,14,225.37968259666695
92,0,15,225.40251971913506
92,0,16,225.42535684160316
92,0,17,225.44819396407127
92,0,18,225.47103108653937
92,0,19,225.49386820900747
92,0,20,225.51670533147555
92,0,21,225.53954245394365
92,0,22,225.56237957641176
92,0,23,225.58521669887986
92,0,24,225.60805382134797
92,0,25,225.63089094381607
92,0,26,225.65372806628417
92,0,27,225.67656518875225
92,0,28,225.69940231122035
92,0,29,225.72223943368846
92,0,30,225.74507655615656
92,0,31,225.76791367862467
92,0,32,225.79075080109277
92,0,33,225.81358792356087
92,0,34,225.83642504602898
92,0,35,225.85926216849705
92,0,36,225.88209929096516
92,0,37,225.90493641343326
92,0,38,225.92777353590137
92,0,39,225.95061065836947
92,0,40,225.97344778083757
92,0,41,225.99628490330568
92,0,42,226.01912202577375
92,0,43,226.04195914824186
92,0,44,226.06479627070996
92,1,0,223.0547071266432
92,1,1,223.0775442491113
92,1,2,223.1003813715794
92,1,3,223.1232184940475
92,1,4,223.14605561651558
92,1,5,223.1688927389837
92,1,6,223.1917298614518
92,1,7,223.2145669839199
92,1,8,223.237404106388
92,1,9,223.2602412288561
92,1,10,223.2830783513242
92,1,11,223.3059154737923
92,1,12,223.3287525962604
92,1,13,223.3515897187285
92,1,14,223.3744268411966
92,1,15,223.3972639636647
92,1,16,223.4201010861328
92,1,17,223.4429382086009
92,1,18,223.465775331069
92,1,19,223.4886124535371
92,1,20,223.5114495760052
92,1,21,223.5342866984733
92,1,22,223.5571238209414
92,1,23,223.5799609434095
92,1,24,223.6027980658776
92,1,25,223.6256351883457
92,1,26,223.64847231081382
92,1,27,223.6713094332819
92,1,28,223.69414655575
92,1,29,223.7169836782181
92,1,30,223.7398208006862
92,1,31,223.7626579231543
92,1,32,223.7854950456224
92,1,33,223.80833216809052
92,1,34,223.83116929055862
92,1,35,223.8540064130267
92,1,36,223.8768435354948
92,1,37,223.8996806579629
92,1,38,223.922517780431
92,1,39,223.9453549028991
92,1,40,223.96819202536722
92,1,41,223.99102914783532
92,1,42,224.0138662703034
92,1,43,224.0367033927715
92,1,44,224.0595405152396
92,2,0,221.04945137117286
92,2,1,221.07228849364097
92,2,2,221.09512561610907
92,2,3,221.11796273857718
92,2,4,221.14079986104525
92,2,5,221.16363698351336
92,2,6,221.18647410598146
92,2,7,221.20931122844956
92,2,8,221.23214835091767
92,2,9,221.25498547338577
92,2,10,221.27782259585388
92,2,11,221.30065971832198
92,2,12,221.32349684079006
92,2,13,221.34633396325816
92,2,14,221.36917108572626
92,2,15,221.39200820819437
92,2,16,221.41484533066247
92,2,17,221.43768245313058
92,2,18,221.46051957559868
92,2,19,221.48335669806676
92,2,20,221.50619382053486
92,2,21,221.52903094300297
92,2,22,221.55186806547107
92,2,23,221.57470518793917
92,2,24,221.59754231040728
92,2,25,221.62037943287538
92,2,26,221.64321655534349
92,2,27,221.66605367781156
92,2,28,221.68889080027967
92,2,29,221.71172792274777
92,2,30,221.73456504521587
92,2,31,221.75740216768398
92,2,32,221.78023929015208
92,2,33,221.8030764126202
92,2,34,221.8259135350883
92,2,35,221.84875065755637
92,2,36,221.87158778002447
92,2,37,221.89442490249257
92,2,38,221.91726202496068
92,2,39,221.94009914742878
92,2,40,221.9629362698969
92,2,41,221.985773392365
92,2,42,222.00861051483307
92,2,43,222.03144763730117
92,2,44,222.05428475976927
92,3,0,219.0441956157025
92,3,1,219.0670327381706
92,3,2,219.08986986063871
92,3,3,219.11270698310682
92,3,4,219.13554410557492
92,3,5,219.15838122804303
92,3,6,219.1812183505111
92,3,7,219.2040554729792
92,3,8,219.2268925954473
92,3,9,219.24972971791541
92,3,10,219.2725668403835
92,3,11,219.2954039628516
92,3,12,219.3182410853197
92,3,13,219.3410782077878
92,3,14,219.3639153302559
92,3,15,219.386752452724
92,3,16,219.40958957519211
92,3,17,219.43242669766022
92,3,18,219.45526382012832
92,3,19,219.47810094259643
92,3,20,219.50093806506453
92,3,21,219.5237751875326
92,3,22,219.5466123100007
92,3,23,219.56944943246882
92,3,24,219.59228655493692
92,3,25,219.615123677405
92,3,26,219.6379607998731
92,3,27,219.6607979223412
92,3,28,219.6836350448093
92,3,29,219.7064721672774
92,3,30,219.72930928974552
92,3,31,219.75214641221362
92,3,32,219.77498353468172
92,3,33,219.79782065714983
92,3,34,219.82065777961793
92,3,35,219.84349490208604
92,3,36,219.86633202455414
92,3,37,219.88916914702222
92,3,38,219.91200626949032
92,3,39,219.93484339195842
92,3,40,219.9576805144265
92,3,41,219.9805176368946
92,3,42,220.0033547593627
92,3,43,220.0261918818308
92,3,44,220.04902900429892
92,4,0,217.03893986023218
92,4,1,217.06177698270028
92,4,2,217.08461410516836
92,4,3,217.10745122763646
92,4,4,217.13028835010456
92,4,5,217.15312547257267
92,4,6,217.17596259504074
92,4,7,217.19879971750885
92,4,8,217.22163683997695
92,4,9,217.24447396244506
92,4,10,217.26731108491316
92,4,11,217.29014820738126
92,4,12,217.31298532984937
92,4,13,217.33582245231747
92,4,14,217.35865957478558
92,4,15,217.38149669725368
92,4,16,217.40433381972178
92,4,17,217.4271709421899
92,4,18,217.45000806465796
92,4,19,217.47284518712607
92,4,20,217.49568230959417
92,4,21,217.51851943206225
92,4,22,217.54135655453035
92,4,23,217.56419367699846
92,4,24,217.58703079946656
92,4,25,217.60986792193466
92,4,26,217.63270504440277
92,4,27,217.65554216687087
92,4,28,217.67837928933898
92,4,29,217.70121641180708
92,4,30,217.72405353427519
92,4,31,217.7468906567433
92,4,32,217.7697277792114
92,4,33,217.79256490167947
92,4,34,217.81540202414757
92,4,35,217.83823914661568
92,4,36,217.86107626908378
92,4,37,217.88391339155186
92,4,38,217.90675051401996
92,4,39,217.92958763648807
92,4,40,217.95242475895617
92,4,41,217.97526188142427
92,4,42,217.99809900389238
92,4,43,218.02093612636048
92,4,44,218.0437732488286
92,5,0,215.03368410476182
92,5,1,215.05652122722992
92,5,2,215.079358349698
92,5,3,215.1021954721661
92,5,4,215.1250325946342
92,5,5,215.1478697171023
92,5,6,215.1707068395704
92,5,7,215.19354396203852
92,5,8,215.21638108450662
92,5,9,215.23921820697473
92,5,10,215.26205532944283
92,5,11,215.28489245191093
92,5,12,215.30772957437904
92,5,13,215.33056669684714
92,5,14,215.35340381931522
92,5,15,215.37624094178332
92,5,16,215.39907806425143
92,5,17,215.42191518671953
92,5,18,215.4447523091876
92,5,19,215.4675894316557
92,5,20,215.49042655412381
92,5,21,215.51326367659192
92,5,22,215.53610079906002
92,5,23,215.55893792152813
92,5,24,215.58177504399623
92,5,25,215.60461216646434
92,5,26,215.62744928893244
92,5,27,215.65028641140054
92,5,28,215.67312353386865
92,5,29,215.69596065633672
92,5,30,215.71879777880483
92,5,31,215.74163490127293
92,5,32,215.76447202374104
92,5,33,215.7873091462091
92,5,34,215.81014626867722
92,5,35,215.83298339114532
92,5,36,215.85582051361342
92,5,37,215.87865763608153
92,5,38,215.90149475854963
92,5,39,215.92433188101774
92,5,40,215.94716900348584
92,5,41,215.97000612595394
92,5,42,215.99284324842205
92,5,43,216.01568037089015
92,5,44,216.03851749335823
93,0,0,226.49594110285796
93,0,1,226.51877822532606
93,0,2,226.54161534779416
93,0,3,226.56445247026227
93,0,4,226.58728959273034
93,0,5,226.61012671519845
93,0,6,226.63296383766655
93,0,7,226.65580096013466
93,0,8,226.67863808260276
93,0,9,226.70147520507086
93,0,10,226.72431232753897
93,0,11,226.74714945000707
93,0,12,226.76998657247515
93,0,13,226.79282369494325
93,0,14,226.81566081741136
93,0,15,226.83849793987946
93,0,16,226.86133506234756
93,0,17,226.88417218481567
93,0,18,226.90700930728377
93,0,19,226.92984642975188
93,0,20,226.95268355221995
93,0,21,226.97552067468806
93,0,22,226.99835779715616
93,0,23,227.02119491962426
93,0,24,227.04403204209237
93,0,25,227.06686916456047
93,0,26,227.08970628702858
93,0,27,227.11254340949665
93,0,28,227.13538053196476
93,0,29,227.15821765443286
93,0,30,227.18105477690096
93,0,31,227.20389189936907
93,0,32,227.22672902183717
93,0,33,227.24956614430528
93,0,34,227.27240326677338
93,0,35,227.29524038924146
93,0,36,227.31807751170956
93,0,37,227.34091463417766
93,0,38,227.36375175664577
93,0,39,227.38658887911387
93,0,40,227.40942600158198
93,0,41,227.43226312405008
93,0,42,227.45510024651816
93,0,43,227.47793736898626
93,0,44,227.50077449145437
93,1,0,224.4906853473876
93,1,1,224.5135224698557
93,1,2,224.5363595923238
93,1,3,224.5591967147919
93,1,4,224.58203383725998
93,1,5,224.6048709597281
93,1,6,224.6277080821962
93,1,7,224.6505452046643
93,1,8,224.6733823271324
93,1,9,224.6962194496005
93,1,10,224.7190565720686
93,1,11,224.7418936945367
93,1,12,224.7647308170048
93,1,13,224.7875679394729
93,1,14,224.810405061941
93,1,15,224.8332421844091
93,1,16,224.8560793068772
93,1,17,224.8789164293453
93,1,18,224.9017535518134
93,1,19,224.9245906742815
93,1,20,224.9474277967496
93,1,21,224.9702649192177
93,1,22,224.9931020416858
93,1,23,225.0159391641539
93,1,24,225.038776286622
93,1,25,225.0616134090901
93,1,26,225.08445053155822
93,1,27,225.1072876540263
93,1,28,225.1301247764944
93,1,29,225.1529618989625
93,1,30,225.1757990214306
93,1,31,225.1986361438987
93,1,32,225.22147326636681
93,1,33,225.24431038883492
93,1,34,225.26714751130302
93,1,35,225.2899846337711
93,1,36,225.3128217562392
93,1,37,225.3356588787073
93,1,38,225.3584960011754
93,1,39,225.38133312364351
93,1,40,225.40417024611162
93,1,41,225.42700736857972
93,1,42,225.4498444910478
93,1,43,225.4726816135159
93,1,44,225.495518735984
93,2,0,222.48542959191727
93,2,1,222.50826671438537
93,2,2,222.53110383685348
93,2,3,222.55394095932158
93,2,4,222.57677808178966
93,2,5,222.59961520425776
93,2,6,222.62245232672586
93,2,7,222.64528944919397
93,2,8,222.66812657166207
93,2,9,222.69096369413018
93,2,10,222.71380081659828
93,2,11,222.73663793906638
93,2,12,222.75947506153446
93,2,13,222.78231218400256
93,2,14,222.80514930647067
93,2,15,222.82798642893877
93,2,16,222.85082355140688
93,2,17,222.87366067387498
93,2,18,222.89649779634308
93,2,19,222.91933491881116
93,2,20,222.94217204127926
93,2,21,222.96500916374737
93,2,22,222.98784628621547
93,2,23,223.01068340868358
93,2,24,223.03352053115168
93,2,25,223.05635765361978
93,2,26,223.0791947760879
93,2,27,223.10203189855596
93,2,28,223.12486902102407
93,2,29,223.14770614349217
93,2,30,223.17054326596028
93,2,31,223.19338038842838
93,2,32,223.21621751089648
93,2,33,223.2390546333646
93,2,34,223.2618917558327
93,2,35,223.28472887830077
93,2,36,223.30756600076887
93,2,37,223.33040312323698
93,2,38,223.35324024570508
93,2,39,223.37607736817318
93,2,40,223.3989144906413
93,2,41,223.4217516131094
93,2,42,223.44458873557747
93,2,43,223.46742585804557
93,2,44,223.49026298051368
93,3,0,220.4801738364469
93,3,1,220.503010958915
93,3,2,220.52584808138312
93,3,3,220.54868520385122
93,3,4,220.57152232631933
93,3,5,220.59435944878743
93,3,6,220.6171965712555
93,3,7,220.6400336937236
93,3,8,220.6628708161917
93,3,9,220.68570793865982
93,3,10,220.7085450611279
93,3,11,220.731382183596
93,3,12,220.7542193060641
93,3,13,220.7770564285322
93,3,14,220.7998935510003
93,3,15,220.8227306734684
93,3,16,220.84556779593652
93,3,17,220.86840491840462
93,3,18,220.89124204087273
93,3,19,220.91407916334083
93,3,20,220.93691628580893
93,3,21,220.959753408277
93,3,22,220.9825905307451
93,3,23,221.00542765321322
93,3,24,221.02826477568132
93,3,25,221.05110189814943
93,3,26,221.07393902061753
93,3,27,221.0967761430856
93,3,28,221.1196132655537
93,3,29,221.1424503880218
93,3,30,221.16528751048992
93,3,31,221.18812463295802
93,3,32,221.21096175542613
93,3,33,221.23379887789423
93,3,34,221.25663600036233
93,3,35,221.2794731228304
93,3,36,221.30231024529851
93,3,37,221.32514736776662
93,3,38,221.34798449023472
93,3,39,221.37082161270283
93,3,40,221.39365873517093
93,3,41,221.41649585763903
93,3,42,221.4393329801071
93,3,43,221.46217010257521
93,3,44,221.48500722504332
93,4,0,218.47491808097658
93,4,1,218.49775520344468
93,4,2,218.52059232591276
93,4,3,218.54342944838086
93,4,4,218.56626657084897
93,4,5,218.58910369331707
93,4,6,218.61194081578515
93,4,7,218.63477793825325
93,4,8,218.65761506072135
93,4,9,218.68045218318946
93,4,10,218.70328930565756
93,4,11,218.72612642812567
93,4,12,218.74896355059377
93,4,13,218.77180067306188
93,4,14,218.79463779552998
93,4,15,218.81747491799808
93,4,16,218.8403120404662
93,4,17,218.8631491629343
93,4,18,218.88598628540237
93,4,19,218.90882340787047
93,4,20,218.93166053033858
93,4,21,218.95449765280665
93,4,22,218.97733477527476
93,4,23,219.00017189774286
93,4,24,219.02300902021096
93,4,25,219.04584614267907
93,4,26,219.06868326514717
93,4,27,219.09152038761528
93,4,28,219.11435751008338
93,4,29,219.13719463255148
93,4,30,219.1600317550196
93,4,31,219.1828688774877
93,4,32,219.2057059999558
93,4,33,219.22854312242387
93,4,34,219.25138024489198
93,4,35,219.27421736736008
93,4,36,219.29705448982818
93,4,37,219.31989161229626
93,4,38,219.34272873476436
93,4,39,219.36556585723247
93,4,40,219.38840297970057
93,4,41,219.41124010216868
93,4,42,219.43407722463678
93,4,43,219.45691434710488
93,4,44,219.479751469573
93,5,0,216.46966232550622
93,5,1,216.49249944797432
93,5,2,216.5153365704424
93,5,3,216.5381736929105
93,5,4,216.5610108153786
93,5,5,216.5838479378467
93,5,6,216.60668506031482
93,5,7,216.62952218278292
93,5,8,216.65235930525103
93,5,9,216.67519642771913
93,5,10,216.69803355018723
93,5,11,216.72087067265534
93,5,12,216.74370779512344
93,5,13,216.76654491759155
93,5,14,216.78938204005962
93,5,15,216.81221916252773
93,5,16,216.83505628499583
93,5,17,216.85789340746393
93,5,18,216.880730529932
93,5,19,216.9035676524001
93,5,20,216.92640477486822
93,5,21,216.94924189733632
93,5,22,216.97207901980443
93,5,23,216.99491614227253
93,5,24,217.01775326474063
93,5,25,217.04059038720874
93,5,26,217.06342750967684
93,5,27,217.08626463214495
93,5,28,217.10910175461305
93,5,29,217.13193887708113
93,5,30,217.15477599954923
93,5,31,217.17761312201733
93,5,32,217.20045024448544
93,5,33,217.2232873669535
93,5,34,217.24612448942162
93,5,35,217.26896161188972
93,5,36,217.29179873435783
93,5,37,217.31463585682593
93,5,38,217.33747297929403
93,5,39,217.36031010176214
93,5,40,217.38314722423024
93,5,41,217.40598434669835
93,5,42,217.42882146916645
93,5,43,217.45165859163455
93,5,44,217.47449571410263
94,0,0,227.93191932360236
94,0,1,227.95475644607046
94,0,2,227.97759356853857
94,0,3,228.00043069100667
94,0,4,228.02326781347475
94,0,5,228.04610493594285
94,0,6,228.06894205841095
94,0,7,228.09177918087906
94,0,8,228.11461630334716
94,0,9,228.13745342581527
94,0,10,228.16029054828337
94,0,11,228.18312767075147
94,0,12,228.20596479321955
94,0,13,228.22880191568765
94,0,14,228.25163903815576
94,0,15,228.27447616062386
94,0,16,228.29731328309197
94,0,17,228.32015040556007
94,0,18,228.34298752802817
94,0,19,228.36582465049628
94,0,20,228.38866177296435
94,0,21,228.41149889543246
94,0,22,228.43433601790056
94,0,23,228.45717314036867
94,0,24,228.48001026283677
94,0,25,228.50284738530488
94,0,26,228.52568450777298
94,0,27,228.54852163024105
94,0,28,228.57135875270916
94,0,29,228.59419587517726
94,0,30,228.61703299764537
94,0,31,228.63987012011347
94,0,32,228.66270724258158
94,0,33,228.68554436504968
94,0,34,228.70838148751778
94,0,35,228.73121860998586
94,0,36,228.75405573245396
94,0,37,228.77689285492207
94,0,38,228.79972997739017
94,0,39,228.82256709985828
94,0,40,228.84540422232638
94,0,41,228.86824134479448
94,0,42,228.89107846726256
94,0,43,228.91391558973066
94,0,44,228.93675271219877
94,1,0,225.926663568132
94,1,1,225.9495006906001
94,1,2,225.9723378130682
94,1,3,225.9951749355363
94,1,4,226.0180120580044
94,1,5,226.0408491804725
94,1,6,226.0636863029406
94,1,7,226.0865234254087
94,1,8,226.1093605478768
94,1,9,226.1321976703449
94,1,10,226.155034792813
94,1,11,226.17787191528112
94,1,12,226.2007090377492
94,1,13,226.2235461602173
94,1,14,226.2463832826854
94,1,15,226.2692204051535
94,1,16,226.2920575276216
94,1,17,226.3148946500897
94,1,18,226.33773177255782
94,1,19,226.3605688950259
94,1,20,226.383406017494
94,1,21,226.4062431399621
94,1,22,226.4290802624302
94,1,23,226.4519173848983
94,1,24,226.4747545073664
94,1,25,226.49759162983452
94,1,26,226.52042875230262
94,1,27,226.5432658747707
94,1,28,226.5661029972388
94,1,29,226.5889401197069
94,1,30,226.611777242175
94,1,31,226.6346143646431
94,1,32,226.65745148711122
94,1,33,226.68028860957932
94,1,34,226.70312573204743
94,1,35,226.7259628545155
94,1,36,226.7487999769836
94,1,37,226.7716370994517
94,1,38,226.7944742219198
94,1,39,226.81731134438792
94,1,40,226.84014846685602
94,1,41,226.86298558932413
94,1,42,226.8858227117922
94,1,43,226.9086598342603
94,1,44,226.9314969567284
94,2,0,223.92140781266167
94,2,1,223.94424493512977
94,2,2,223.96708205759788
94,2,3,223.98991918006598
94,2,4,224.01275630253406
94,2,5,224.03559342500216
94,2,6,224.05843054747027
94,2,7,224.08126766993837
94,2,8,224.10410479240647
94,2,9,224.12694191487458
94,2,10,224.14977903734268
94,2,11,224.1726161598108
94,2,12,224.19545328227886
94,2,13,224.21829040474697
94,2,14,224.24112752721507
94,2,15,224.26396464968317
94,2,16,224.28680177215128
94,2,17,224.30963889461938
94,2,18,224.3324760170875
94,2,19,224.35531313955556
94,2,20,224.37815026202367
94,2,21,224.40098738449177
94,2,22,224.42382450695987
94,2,23,224.44666162942798
94,2,24,224.46949875189608
94,2,25,224.4923358743642
94,2,26,224.5151729968323
94,2,27,224.53801011930037
94,2,28,224.56084724176847
94,2,29,224.58368436423657
94,2,30,224.60652148670468
94,2,31,224.62935860917278
94,2,32,224.6521957316409
94,2,33,224.675032854109
94,2,34,224.6978699765771
94,2,35,224.72070709904517
94,2,36,224.74354422151328
94,2,37,224.76638134398138
94,2,38,224.78921846644948
94,2,39,224.8120555889176
94,2,40,224.8348927113857
94,2,41,224.8577298338538
94,2,42,224.88056695632187
94,2,43,224.90340407878998
94,2,44,224.92624120125808
94,3,0,221.9161520571913
94,3,1,221.93898917965942
94,3,2,221.96182630212752
94,3,3,221.98466342459562
94,3,4,222.0075005470637
94,3,5,222.0303376695318
94,3,6,222.0531747919999
94,3,7,222.076011914468
94,3,8,222.09884903693612
94,3,9,222.12168615940422
94,3,10,222.14452328187232
94,3,11,222.16736040434043
94,3,12,222.1901975268085
94,3,13,222.2130346492766
94,3,14,222.2358717717447
94,3,15,222.25870889421282
94,3,16,222.28154601668092
94,3,17,222.30438313914902
94,3,18,222.32722026161713
94,3,19,222.35005738408523
94,3,20,222.3728945065533
94,3,21,222.3957316290214
94,3,22,222.41856875148952
94,3,23,222.44140587395762
94,3,24,222.46424299642572
94,3,25,222.48708011889383
94,3,26,222.50991724136193
94,3,27,222.53275436383
94,3,28,222.5555914862981
94,3,29,222.57842860876622
94,3,30,222.60126573123432
94,3,31,222.62410285370242
94,3,32,222.64693997617053
94,3,33,222.66977709863863
94,3,34,222.69261422110674
94,3,35,222.7154513435748
94,3,36,222.73828846604292
94,3,37,222.76112558851102
94,3,38,222.78396271097913
94,3,39,222.80679983344723
94,3,40,222.82963695591533
94,3,41,222.85247407838344
94,3,42,222.8753112008515
94,3,43,222.89814832331962
94,3,44,222.92098544578772
94,4,0,219.91089630172098
94,4,1,219.93373342418909
94,4,2,219.95657054665716
94,4,3,219.97940766912527
94,4,4,220.00224479159337
94,4,5,220.02508191406147
94,4,6,220.04791903652955
94,4,7,220.07075615899765
94,4,8,220.09359328146576
94,4,9,220.11643040393386
94,4,10,220.13926752640197
94,4,11,220.16210464887007
94,4,12,220.18494177133817
94,4,13,220.20777889380628
94,4,14,220.23061601627438
94,4,15,220.2534531387425
94,4,16,220.2762902612106
94,4,17,220.2991273836787
94,4,18,220.32196450614677
94,4,19,220.34480162861487
94,4,20,220.36763875108298
94,4,21,220.39047587355105
94,4,22,220.41331299601916
94,4,23,220.43615011848726
94,4,24,220.45898724095537
94,4,25,220.48182436342347
94,4,26,220.50466148589157
94,4,27,220.52749860835968
94,4,28,220.55033573082778
94,4,29,220.5731728532959
94,4,30,220.596009975764
94,4,31,220.6188470982321
94,4,32,220.6416842207002
94,4,33,220.66452134316827
94,4,34,220.68735846563638
94,4,35,220.71019558810448
94,4,36,220.7330327105726
94,4,37,220.75586983304066
94,4,38,220.77870695550877
94,4,39,220.80154407797687
94,4,40,220.82438120044498
94,4,41,220.84721832291308
94,4,42,220.87005544538118
94,4,43,220.8928925678493
94,4,44,220.9157296903174
94,5,0,217.90564054625062
94,5,1,217.92847766871873
94,5,2,217.9513147911868
94,5,3,217.9741519136549
94,5,4,217.996989036123
94,5,5,218.01982615859112
94,5,6,218.04266328105922
94,5,7,218.06550040352732
94,5,8,218.08833752599543
94,5,9,218.11117464846353
94,5,10,218.13401177093164
94,5,11,218.15684889339974
94,5,12,218.17968601586784
94,5,13,218.20252313833595
94,5,14,218.22536026080402
